,Word,Frequency
3784,on graphics,1
3785,graphics cards.,1
3786,cards. Pic,1
3787,Pic one,1
3788,one is,1
3789,the RRP,1
3790,RRP of,1
3791,the graphics,1
3792,graphics card,1
3793,card I,1
3794,want as,1
3795,as per,1
3796,per the,1
3797,the manufacturer.,1
3798,manufacturer. Pic,1
3799,Pic 2,1
3800,2 is,1
3801,price a,1
3802,a week,2
3803,week or,1
3804,or so,1
3805,so after,1
3806,after Tesla,1
3807,Tesla stopped,1
3808,stopped accepting,1
3809,accepting bitcoin,1
3810,the crash,1
3811,crash started.,1
3812,started. Pic,1
3813,Pic 3,1
3814,3 is,1
3815,current price,1
3816,price https://t.co/swugx4rzN5,1
3817,If the,1
3818,the US,2
3819,US government,1
3820,government owned,1
3821,owned every,1
3822,every single,1
3823,single bitcoin,1
3824,and each,1
3825,each bitcoin,1
3826,bitcoin was,1
3827,was worth,1
3828,worth $1,1
3829,"$1 million,",1
3830,"million, it",1
3831,it still,1
3832,still wouldn't,1
3833,wouldn't be,1
3834,be enough,1
3835,enough to,1
3836,pay off,1
3837,US national,1
3838,national debt.,1
3839,debt. $1M,1
3840,$1M Bitcoin,1
3841,Bitcoin doesn’t,1
3842,doesn’t seem,1
3843,seem so,1
3844,so crazy,1
3845,crazy anymore.,1
3846,Exactly a,1
3847,a year,1
3848,"year ago,",1
3849,"ago, #Bitcoin",1
3850,"was $9,070.",1
3851,"$9,070. Zoom",1
3852,Zoom out,1
3853,out and,1
3854,and stay,1
3855,stay bullish.,1
3856,Former New,1
3857,New York,1
3858,York Stock,1
3859,Stock Exchange,1
3860,Exchange president,1
3861,president @ThomasFarley,1
3862,@ThomasFarley says,1
3863,says #Bitcoin,1
3864,could become,1
3865,become a,1
3866,a $10,1
3867,$10 trillion,1
3868,trillion market,1
3869,market with,1
3870,"with ""an",1
3871,"""an up,",1
3872,"up, and",1
3873,and to,1
3874,the right,1
3875,"right trend.""",1
3876,"trend."" https://t.co/cYdcfBNkJW",1
3877,Miami supported,1
3878,supported us,1
3879,us while,1
3880,while hosting,1
3881,hosting Bitcoin,1
3882,"Bitcoin 2021,",1
3883,"2021, now",1
3884,now it’s,1
3885,it’s our,1
3886,our turn,1
3887,turn to,1
3888,to support,1
3889,support Miami.,1
3890,Miami. Until,1
3891,Until the,1
3892,the end,1
3893,end of,1
3894,"the month,",1
3895,"month, 100%",1
3896,100% of,1
3897,of all,1
3898,all ticket,1
3899,ticket sales,1
3900,sales will,1
3901,be donated,1
3902,donated to,1
3903,to those,2
3904,those impacted,1
3905,impacted by,1
3906,the Surfside,1
3907,Surfside building,1
3908,building collapse.,1
3909,#Bitcoin will,1
3910,will give,1
3911,give birth,1
3912,birth to,1
3913,biggest wealth,1
3914,wealth transfer,1
3915,transfer in,1
3916,in human,1
3917,human history!,1
3918,“The future,1
3919,future belongs,1
3920,belongs to,1
3921,those who,1
3922,who believe,1
3923,believe in,1
3924,the beauty,1
3925,beauty of,1
3926,their dreams.”,1
3927,dreams.” -,1
3928,- Eleanor,1
3929,Eleanor Roosevelt,1
3930,Roosevelt on,1
3931,be attending,1
3932,attending a,1
3933,a UK,1
3934,UK High,1
3935,High Court,1
3936,Court hearing,1
3937,hearing on,1
3938,on Monday,1
3939,Monday for,1
3940,for hosting,1
3941,hosting the,1
3942,Bitcoin whitepaper.,1
3943,whitepaper. The,1
3944,The judge,1
3945,judge will,1
3946,will decide,1
3947,decide whether,1
3948,whether to,1
3949,to order,1
3950,order me,1
3951,take it,1
3952,it down.,1
3953,down. If,1
3954,you want,5
3955,to attend,1
3956,attend (it's,1
3957,(it's through,1
3958,through MS,1
3959,"MS Teams),",1
3960,"Teams), information",1
3961,information is,1
3962,is available,1
3963,available on,1
3964,the official,1
3965,official court,1
3966,court website.,1
3967,website. https://t.co/NvwUDnKmrC,1
3968,"Yes, you",1
3969,buy coffee,1
3970,with bitcoin.,1
3971,bitcoin. https://t.co/V0A2bg3VYj,1
3972,#Bitcoin short,1
3973,term holders,1
3974,holders capitulated,1
3975,capitulated yesterday.,1
3976,yesterday. They,1
3977,They took,1
3978,took losses,1
3979,losses on,1
3980,on par,1
3981,par with,1
3982,with all,1
3983,the major,1
3984,major drawdowns,1
3985,drawdowns in,1
3986,in bitcoin,1
3987,bitcoin history.,1
3988,history. https://t.co/C1sXExwEmz,1
3989,"Goodbye 30k,",1
3990,"30k, thanks",1
3991,thanks for,1
3992,the memories.,1
3993,memories. #Bitcoin,1
3994,#Bitcoin #Wyckoff,1
3995,#Wyckoff https://t.co/ND5dnz7hJ9,1
3996,adding $BTC?,1
3997,$BTC? https://t.co/InahHsiuns,1
3998,to give,4
3999,give property,1
4000,rights to,1
4001,5 billion,4
4002,billion people,4
4003,people you,4
4004,need #Bitcoin,1
4005,to do,2
4006,it. -,1
4007,@Michael_Saylor 🙌,1
4008,🙌 https://t.co/8sXRMRVgJd,1
4009,New airdrop:,1
4010,airdrop: MoonLift,1
4011,MoonLift (MLTP),1
4012,(MLTP) Total,1
4013,Total Reward:,1
4014,"Reward: $2,000",1
4015,"$2,000 of",1
4016,of MLTP,1
4017,MLTP Rate:,1
4018,Rate: ⭐️⭐️⭐️⭐️,1
4019,⭐️⭐️⭐️⭐️ Market:,1
4020,"Market: Lbank,Bilaxy,Pancakeswap,Coinmarketcap",1
4021,"Lbank,Bilaxy,Pancakeswap,Coinmarketcap Distribution:",1
4022,Distribution: within,1
4023,within a,1
4024,week after,1
4025,after ends,1
4026,ends Bot,1
4027,Bot Airdrop,1
4028,Airdrop Link:,1
4029,Link: https://t.co/AIjnKsTAPL,1
4030,https://t.co/AIjnKsTAPL #Airdrop,1
4031,#Airdrop #Airdrops,1
4032,#Airdrops #Airdropinspector,1
4033,#Airdropinspector #BSC,1
4034,#BSC #BinanceSmartChain,1
4035,#BinanceSmartChain #Crypto,1
4036,#Crypto #Bitcoin,1
4037,🎁 $50,1
4038,$50 BITCOIN,1
4039,BITCOIN GIVEAWAY,1
4040,GIVEAWAY 🎁,1
4041,🎁 ✅,1
4042,✅ Retweet,1
4043,Retweet +,1
4044,+ Like,1
4045,Like ✅,1
4046,✅ Follow,1
4047,Follow me,1
4048,me &amp;,1
4049,&amp; @Roobet,1
4050,@Roobet Join:,1
4051,Join: https://t.co/6yaHDpEnv7,1
4052,https://t.co/6yaHDpEnv7 Ends:,1
4053,Ends: 48h,1
4054,48h 🍀,1
4055,🍀 https://t.co/A10UxDDN2X,1
4056,Nothing to,1
4057,to talk,1
4058,talk about🤔🤷🏽‍♀️,1
4059,about🤔🤷🏽‍♀️ Normal,1
4060,Normal people:,1
4061,people: silence!!,1
4062,silence!! Twitter,1
4063,Twitter people:-,1
4064,people:- can,1
4065,can you,1
4066,have sex,1
4067,sex with,1
4068,with your,1
4069,your boyfriends,1
4070,boyfriends late,1
4071,late fathers,1
4072,fathers son🥴🤷🏽‍♀️,1
4073,son🥴🤷🏽‍♀️ #liquidfytoken,1
4074,#liquidfytoken #bitcoin,1
4075,#bitcoin https://t.co/HI3cDwLjNB,1
4076,Two South,1
4077,South African,1
4078,African brothers,1
4079,brothers abscond,1
4080,abscond with,1
4081,with $3.6,1
4082,$3.6 billion,1
4083,billion of,1
4084,of clients,1
4085,clients #bitcoin,1
4086,#bitcoin on,1
4087,on their,1
4088,"their platform,",1
4089,"platform, Africrypt.",1
4090,Africrypt. What,1
4091,What should,1
4092,be done,1
4093,done to,1
4094,to them,1
4095,them when,1
4096,when caught?,1
4097,caught? https://t.co/Eeaefdz5Tf,1
4098,I wish,1
4099,wish when,1
4100,when I,1
4101,I was,1
4102,was 21,1
4103,21 someone,1
4104,someone told,1
4105,told me,1
4106,me about,1
4107,about #Bitcoin,1
4108,then explained,1
4109,explained #diamondhands,1
4110,#diamondhands to,1
4111,"to me,",1
4112,"me, I",1
4113,I would’ve,2
4114,would’ve been,1
4115,been all,1
4116,all in.,1
4117,in. Even,1
4118,Even if,1
4119,I had,1
4120,had simply,1
4121,simply held,1
4122,held it,1
4123,it for,1
4124,for 5,1
4125,5 years,1
4126,years I,1
4127,would’ve had,1
4128,had massive,1
4129,massive gains.,1
4130,gains. If,1
4131,you’re under,1
4132,under 20,1
4133,20 years,1
4134,years old,1
4135,old right,1
4136,right now,1
4137,now the,1
4138,the smartest,1
4139,smartest thing,1
4140,thing to,1
4141,do is,1
4142,is invest,1
4143,in crypto,1
4144,crypto #dogecoin,1
4145,Central Bank,1
4146,Bank digital,1
4147,digital currencies,1
4148,are NOT,1
4149,NOT equivalent,1
4150,to #Bitcoin.,1
4151,#Bitcoin. The,1
4152,The former,1
4153,former centralizes,1
4154,centralizes power,1
4155,power even,1
4156,even more,1
4157,than the,1
4158,current fiat,1
4159,"fiat system,",1
4160,"system, creating",1
4161,creating a,1
4162,a financial,1
4163,financial Panopticon.,1
4164,Panopticon. The,1
4165,The latter,1
4166,latter decentralizes,1
4167,decentralizes power,1
4168,power and,1
4169,and puts,1
4170,puts it,1
4171,the hands,1
4172,hands of,1
4173,the people.,1
4174,今日から10日間のみビットコイン（bitcoin）を毎日プレゼントします🎁#残り6日 抽選で1名の方に,1
4175,応募期間 6月26日まで,1
4176,6月26日まで 参加条件,1
4177,Bitcoin price.,1
4178,price. 24,1
4179,hours ago:,2
4180,"ago: $35,000",1
4181,"$35,000 12",1
4182,12 hours,1
4183,"ago: $33,000",1
4184,"$33,000 Now:",1
4185,"Now: $32,100",1
4186,Still worried,1
4187,#bitcoin going,1
4188,to zero?,1
4189,zero? Relax,1
4190,Relax and,1
4191,and think.,1
4192,think. It,1
4193,It won't.,1
4194,won't. On,1
4195,On top,1
4196,top of,1
4197,of many,1
4198,many other,1
4199,"other reasons,",1
4200,"reasons, it",1
4201,is now,1
4202,now legal,1
4203,legal tender,1
4204,tender in,1
4205,in a,1
4206,a few,1
4207,few countries.,1
4208,#ElSalvador |,1
4209,| Un,1
4210,Un estudio,1
4211,estudio del,1
4212,del Instituto,1
4213,Instituto Johns,1
4214,Johns Hopkins,1
4215,Hopkins pone,1
4216,pone en,1
4217,en evidencia,1
4218,evidencia que,1
4219,que el,1
4220,el envío,1
4221,envío de,1
4222,de remesas,1
4223,remesas familiares,1
4224,familiares a,1
4225,a El,1
4226,Salvador mediante,1
4227,mediante los,1
4228,los cajeros,1
4229,cajeros electrónicos,1
4230,electrónicos (ATM),1
4231,(ATM) de,1
4232,de bitcóin,1
4233,bitcóin cuesta,1
4234,cuesta el,1
4235,el doble,1
4236,doble comparado,1
4237,comparado a,1
4238,los métodos,1
4239,métodos bancarios,1
4240,bancarios tradicionales.,1
4241,tradicionales. https://t.co/nGV1Eztn6x,1
4242,is gonna,2
4243,gonna bounce,1
4244,bounce so,1
4245,so hard,1
4246,hard eventually,1
4247,eventually and,1
4248,and shoot,1
4249,shoot past,1
4250,"past $65,000",1
4251,"$65,000 and",1
4252,gonna wish,1
4253,wish they,1
4254,they stacked,1
4255,stacked at,1
4256,at $30K.,1
4257,Salvadoreños y,1
4258,"y salvadoreñas,",1
4259,"salvadoreñas, profesionales,",1
4260,"profesionales, académicos",1
4261,académicos de,1
4262,de diversas,2
4263,diversas ramas,1
4264,ramas y,1
4265,diversas posturas,1
4266,posturas de,1
4267,"de pensamiento,",1
4268,"pensamiento, coincidimos",1
4269,coincidimos en,1
4270,en esto:,1
4271,esto: la,1
4272,la Ley,1
4273,Ley Bitcoin,1
4274,Bitcoin debe,1
4275,debe derogarse.,1
4276,derogarse. https://t.co/ZDLB3HGLPe,1
4277,give joy,1
4278,joy to,1
4279,need digital,3
4280,digital music.,1
4281,music. If,1
4282,give knowledge,1
4283,knowledge to,1
4284,digital books.,1
4285,books. If,1
4286,give wealth,1
4287,wealth to,1
4288,digital property.,1
4289,property. #Bitcoin,1
4290,I prefer,1
4291,prefer #Bitcoin,1
4292,#Bitcoin bear,1
4293,bear markets,1
4294,markets because,1
4295,because the,1
4296,most scarce,1
4297,scarce and,1
4298,and important,1
4299,important asset,1
4300,asset on,1
4301,on earth,1
4302,earth is,1
4303,is transferred,1
4304,transferred from,1
4305,from weak,1
4306,weak hands,1
4307,hands interested,1
4308,interested in,1
4309,in short,1
4310,term speculation,1
4311,speculation to,1
4312,to strong,1
4313,strong hands,1
4314,hands that,1
4315,that understand,1
4316,understand what,1
4317,what they're,1
4318,they're acquiring,1
4319,acquiring and,1
4320,and have,1
4321,have extreme,1
4322,extreme conviction.,1
